ticker,1y Target Est,1y Target Est,1y Target Est,1y Target Est,1y Target Est,1y Target Est,Day's Range,EPS (TTM),Earnings Date,Ex-Dividend Date,Forward Dividend & Yield,Market Cap,Open,PE Ratio (TTM),Previous Close,Volume,url,error
KIRLFER.BO,140,77.40 - 111.90,0.00 x 0,"66,260",1.36,0.00 x 0,85.00 - 88.00,4.611,2019-01-23 to 2019-01-28,12-07-18,1.25 (1.39%),11.85B,87.4,18.72,87.4,"28,581",http://finance.yahoo.com/quote/KIRLFER.BO?p=KIRLFER.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
KOTAKBANK.BO,1334.79,"1,002.30 - 1,424.00",0.00 x 0,"294,926",0.49,0.00 x 0,"1,217.00 - 1,241.10",35.295,,11-07-18,0.70 (0.06%),2.36T,"1,222.20",35.06,"1,220.10","85,565",http://finance.yahoo.com/quote/KOTAKBANK.BO?p=KOTAKBANK.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
LGBBROSLTD.BO,603.5,360.00 - 682.00,0.00 x 0,808,0.42,0.00 x 0,407.55 - 414.60,27.414,,21-08-18,4.50 (1.09%),12.869B,408,14.95,410.15,255,http://finance.yahoo.com/quote/LGBBROSLTD.BO?p=LGBBROSLTD.BO,
TRENT.BO,400,290.00 - 391.75,0.00 x 0,"9,202",0.34,0.00 x 0,351.25 - 360.70,2.617,2019-01-23 to 2019-01-28,30-07-18,1.15 (0.32%),118.886B,352,136.7,355.6,"5,263",http://finance.yahoo.com/quote/TRENT.BO?p=TRENT.BO,
LAXMIMACH.BO,5015,"5,451.00 - 9,380.00",0.00 x 0,"3,445",0.95,0.00 x 0,"5,451.00 - 5,715.00",195.92,,16-07-18,40.00 (0.69%),60.22B,"5,715.00",28.06,"5,698.10","1,341",http://finance.yahoo.com/quote/LAXMIMACH.BO?p=LAXMIMACH.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
LUPIN.BO,838.46,723.55 - 986.00,0.00 x 0,"115,151",0.56,0.00 x 0,852.00 - 866.60,-2.062,2019-02-04 to 2019-02-08,30-07-18,5.00 (0.59%),388.887B,861.5,N/A,868.3,"59,595",http://finance.yahoo.com/quote/LUPIN.BO?p=LUPIN.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
RAMCOCEM.BO,805,546.30 - 878.95,0.00 x 0,"17,859",0.82,0.00 x 0,617.35 - 627.50,24.597,,26-07-18,3.00 (0.48%),145.92B,627.5,25.23,628.3,"3,254",http://finance.yahoo.com/quote/RAMCOCEM.BO?p=RAMCOCEM.BO,
MAFATIND.BO,265,113.50 - 330.00,0.00 x 0,"2,742",1.73,0.00 x 0,114.05 - 120.00,-30.03,,25-07-17,N/A (N/A),1.67B,114.05,N/A,119.15,58,http://finance.yahoo.com/quote/MAFATIND.BO?p=MAFATIND.BO,
MAHSEAMLES.BO,615,406.10 - 548.05,0.00 x 0,"4,312",0.62,0.00 x 0,483.05 - 486.75,31.453,,17-09-18,6.00 (1.24%),32.569B,486.25,15.45,487.05,602,http://finance.yahoo.com/quote/MAHSEAMLES.BO?p=MAHSEAMLES.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
MANALIPETC.BO,30,28.25 - 55.75,0.00 x 0,"51,162",0.97,0.00 x 0,29.50 - 30.10,3.366,,27-07-18,0.50 (1.64%),5.091B,29.8,8.79,29.8,"47,120",http://finance.yahoo.com/quote/MANALIPETC.BO?p=MANALIPETC.BO,
MFSL.BO,662.64,343.95 - 556.65,0.00 x 0,"57,726",1.34,0.00 x 0,452.50 - 461.10,10.99,,19-09-16,N/A (N/A),122.869B,456.85,41.53,457,"20,436",http://finance.yahoo.com/quote/MFSL.BO?p=MFSL.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
CENTENKA.BO,535,226.80 - 385.45,0.00 x 0,"5,298",0.62,0.00 x 0,259.50 - 262.60,41.9,,02-07-18,7.00 (2.66%),5.684B,262.5,6.21,262.45,"4,897",http://finance.yahoo.com/quote/CENTENKA.BO?p=CENTENKA.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
SPICEJET.BO,104.83,60.60 - 154.00,0.00 x 0,"1,065,601",0.65,0.00 x 0,81.10 - 84.35,9.29,,N/A,N/A (N/A),48.765B,84.3,8.76,84.1,"494,156",http://finance.yahoo.com/quote/SPICEJET.BO?p=SPICEJET.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
MRF.BO,72770.3,"59,494.60 - 81,423.00",0.00 x 0,530,0.76,0.00 x 0,"65,616.05 - 66,099.95",2668.17,2019-02-01 to 2019-02-05,19-11-18,63.00 (0.09%),278.79B,"66,099.95",24.64,"65,801.50",167,http://finance.yahoo.com/quote/MRF.BO?p=MRF.BO,
HEIDELBERG.BO,183.78,122.10 - 175.00,0.00 x 0,"28,561",0.89,0.00 x 0,150.05 - 152.00,8.164,,05-11-18,3.50 (2.35%),34.264B,151.95,18.52,152,"2,270",http://finance.yahoo.com/quote/HEIDELBERG.BO?p=HEIDELBERG.BO,
NCC.BO,137.71,63.10 - 136.95,0.00 x 0,"784,925",1.57,0.00 x 0,87.50 - 89.80,6.279,,30-07-18,1.00 (1.13%),52.767B,89.7,13.99,89.55,"543,854",http://finance.yahoo.com/quote/NCC.BO?p=NCC.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
NAHARSPING.BO,100,69.90 - 125.50,0.00 x 0,"9,228",0.87,0.00 x 0,91.15 - 92.25,14.58,,10-09-18,0.50 (0.55%),3.302B,92.25,6.28,91.5,488,http://finance.yahoo.com/quote/NAHARSPING.BO?p=NAHARSPING.BO,
NATPEROX.BO,579,"1,800.00 - 5,539.00",0.00 x 0,"5,457",0.73,0.00 x 0,"3,720.00 - 3,909.90",166.76,,18-07-18,65.00 (1.53%),21.553B,"3,899.95",22.49,"3,862.55","7,405",http://finance.yahoo.com/quote/NATPEROX.BO?p=NATPEROX.BO,
GRASIM.BO,1268.2,"756.00 - 1,241.80",0.00 x 0,"152,774",0.8,0.00 x 0,818.65 - 833.90,14.191,,31-08-18,6.20 (0.76%),541.157B,828.3,58.06,828.3,"27,989",http://finance.yahoo.com/quote/GRASIM.BO?p=GRASIM.BO,
PEL.BO,2422.5,"1,796.75 - 3,302.55",0.00 x 0,"56,318",1.49,0.00 x 0,"2,277.40 - 2,377.25",248.239,,20-07-18,25.00 (1.07%),420.931B,"2,374.00",9.25,"2,386.75","182,065",http://finance.yahoo.com/quote/PEL.BO?p=PEL.BO,
NIITLTD.BO,125,60.80 - 125.00,0.00 x 0,"115,776",1.35,0.00 x 0,87.65 - 91.20,4.952,2018-05-15 to 2018-05-19,26-06-14,N/A (N/A),19.874B,89.75,18.38,88.65,"625,883",http://finance.yahoo.com/quote/NIITLTD.BO?p=NIITLTD.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
NIRLON.BO,240,176.00 - 230.00,0.00 x 0,"7,236",0.37,0.00 x 0,196.10 - 198.00,5.899,2019-02-01 to 2019-02-05,11-09-18,0.75 (0.38%),17.722B,197.05,33.34,200,"2,001",http://finance.yahoo.com/quote/NIRLON.BO?p=NIRLON.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
OILCOUNTUB.BO,58,12.26 - 58.10,0.00 x 0,"10,619",1.04,0.00 x 0,14.65 - 15.25,-9.73,,29-05-14,N/A (N/A),655.485M,15.1,N/A,15.3,"2,179",http://finance.yahoo.com/quote/OILCOUNTUB.BO?p=OILCOUNTUB.BO,
ORIENTHOT.BO,57,33.65 - 68.50,0.00 x 0,"12,451",0.76,0.00 x 0,44.60 - 45.35,0.343,,15-07-16,N/A (N/A),8.019B,44.7,130.9,45.1,"4,959",http://finance.yahoo.com/quote/ORIENTHOT.BO?p=ORIENTHOT.BO,
ORIENTBANK.BO,62.5,58.10 - 136.00,0.00 x 0,"487,925",1.85,0.00 x 0,94.85 - 98.00,-79.76,,15-06-16,N/A (N/A),60.24B,98,N/A,96.8,"269,712",http://finance.yahoo.com/quote/ORIENTBANK.BO?p=ORIENTBANK.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
RAYMOND.BO,1109,"593.55 - 1,151.70",0.00 x 0,"57,134",0.93,0.00 x 0,798.35 - 812.60,23.602,,23-05-18,3.00 (0.36%),49.559B,809,34.21,810.8,"43,292",http://finance.yahoo.com/quote/RAYMOND.BO?p=RAYMOND.BO,
PIDILITIND.BO,1073.05,"800.00 - 1,209.40",0.00 x 0,"32,497",0.67,0.00 x 0,"1,140.10 - 1,161.10",18.861,,23-08-18,6.00 (0.54%),584.961B,"1,160.00",61.05,"1,152.80","32,468",http://finance.yahoo.com/quote/PIDILITIND.BO?p=PIDILITIND.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
BIRLACORPN.BO,817.2,"521.00 - 1,200.00",0.00 x 0,"3,827",1.3,0.00 x 0,554.45 - 563.80,27.198,,12-07-18,6.50 (1.15%),42.869B,555.35,20.47,559.8,"1,309",http://finance.yahoo.com/quote/BIRLACORPN.BO?p=BIRLACORPN.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
PRIMESECU.BO,56,30.55 - 54.90,0.00 x 0,"38,310",-0.21,0.00 x 0,42.75 - 44.45,4.686,,23-09-08,N/A (N/A),1.138B,44.3,9.26,44.5,"2,993",http://finance.yahoo.com/quote/PRIMESECU.BO?p=PRIMESECU.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
RAIN.BO,194,114.85 - 439.80,0.00 x 0,"101,528",0.79,0.00 x 0,117.90 - 122.05,30.562,2018-05-03 to 2018-05-07,26-11-18,2.00 (1.62%),40.311B,120.1,3.92,121.85,"90,161",http://finance.yahoo.com/quote/RAIN.BO?p=RAIN.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
PUNJCOMMU.BO,40,20.20 - 47.95,0.00 x 0,729,1.2,0.00 x 0,25.00 - 26.25,-3.425,,12-09-02,N/A (N/A),300.59M,26,N/A,24.1,685,http://finance.yahoo.com/quote/PUNJCOMMU.BO?p=PUNJCOMMU.BO,
RSWM.BO,253,151.35 - 396.60,0.00 x 0,"7,120",0.53,0.00 x 0,230.00 - 235.00,8.909,,06-09-18,2.00 (0.85%),5.451B,230.2,25.98,230.2,"4,008",http://finance.yahoo.com/quote/RSWM.BO?p=RSWM.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
RALLIS.BO,219.61,159.55 - 273.00,0.00 x 0,"33,272",1.18,0.00 x 0,162.35 - 168.60,9.508,2019-01-21 to 2019-01-25,19-06-18,2.50 (1.49%),31.883B,168.1,17.24,173,"115,816",http://finance.yahoo.com/quote/RALLIS.BO?p=RALLIS.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
RAPICUT.BO,53,48.40 - 79.90,0.00 x 0,"2,181",0.4,0.00 x 0,51.00 - 53.25,6.116,2019-02-11 to 2019-02-15,12-09-18,1.80 (3.38%),286.019M,51.5,8.71,51.4,152,http://finance.yahoo.com/quote/RAPICUT.BO?p=RAPICUT.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
ROLTA.BO,230,7.40 - 80.10,0.00 x 0,"339,227",2.11,0.00 x 0,7.81 - 8.15,-16.139,2018-11-12 to 2018-11-16,22-09-15,N/A (N/A),1.304B,8.15,N/A,8.18,"342,500",http://finance.yahoo.com/quote/ROLTA.BO?p=ROLTA.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
RUCHISOYA.BO,56,4.89 - 19.40,0.00 x 0,"308,983",1.29,0.00 x 0,7.54 - 7.98,-172.705,,16-09-15,N/A (N/A),2.475B,7.81,N/A,7.93,"157,311",http://finance.yahoo.com/quote/RUCHISOYA.BO?p=RUCHISOYA.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
JINDALSAW.BO,145,67.60 - 182.00,0.00 x 0,"124,394",1.69,0.00 x 0,78.70 - 80.25,5.547,,18-09-18,1.20 (1.49%),25.229B,80,14.22,79.45,"26,732",http://finance.yahoo.com/quote/JINDALSAW.BO?p=JINDALSAW.BO,
JKLAKSHMI.BO,341.53,249.55 - 484.00,0.00 x 0,"11,737",0.36,0.00 x 0,295.40 - 303.55,4.69,,30-08-18,0.75 (0.25%),35.419B,297.35,64.18,301.6,"1,023",http://finance.yahoo.com/quote/JKLAKSHMI.BO?p=JKLAKSHMI.BO,
SHREECEM.BO,17978.7,"13,125.00 - 19,260.00",0.00 x 0,938,0.92,0.00 x 0,"15,505.80 - 15,899.90",397.319,,20-07-18,50.00 (0.31%),543.174B,"15,730.85",39.17,"15,922.85",408,http://finance.yahoo.com/quote/SHREECEM.BO?p=SHREECEM.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
RELINFRA.BO,550,274.50 - 532.75,0.00 x 0,"363,668",1.77,0.00 x 0,292.25 - 303.85,38.416,,12-09-18,9.50 (3.16%),75.033B,298.05,7.74,296.4,"341,035",http://finance.yahoo.com/quote/RELINFRA.BO?p=RELINFRA.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
TATAPOWER.BO,88.82,59.90 - 93.40,0.00 x 0,"661,296",0.85,0.00 x 0,75.10 - 76.40,14.86,,13-07-18,1.30 (1.74%),205.563B,76.4,5.11,76,"2,384,319",http://finance.yahoo.com/quote/TATAPOWER.BO?p=TATAPOWER.BO,
SPMLINFRA.BO,105,36.55 - 146.50,0.00 x 0,"9,559",1.02,0.00 x 0,38.05 - 39.20,13.752,,26-09-11,N/A (N/A),1.418B,38.05,2.81,39.1,454,http://finance.yahoo.com/quote/SPMLINFRA.BO?p=SPMLINFRA.BO,
SUNDRMFAST.BO,611.5,479.05 - 688.00,0.00 x 0,"10,761",1.23,0.00 x 0,519.80 - 539.35,18.397,,09-11-18,4.00 (0.77%),109.295B,539.35,28.32,534,"5,462",http://finance.yahoo.com/quote/SUNDRMFAST.BO?p=SUNDRMFAST.BO,
SUNFLAG.BO,33,49.00 - 100.00,0.00 x 0,"30,858",0.04,0.00 x 0,53.00 - 53.90,7.197,2019-01-28 to 2019-02-01,06-09-18,0.50 (0.94%),9.579B,53.9,7.39,53.4,"4,706",http://finance.yahoo.com/quote/SUNFLAG.BO?p=SUNFLAG.BO,
SUPPETRO.BO,425,182.00 - 406.00,0.00 x 0,"2,366",0.42,0.00 x 0,188.05 - 192.80,10.041,,05-11-18,4.50 (2.43%),18.457B,189.15,18.98,192.2,"1,336",http://finance.yahoo.com/quote/SUPPETRO.BO?p=SUPPETRO.BO,
SWARAJENG.BO,1875.86,"1,320.00 - 2,139.05",0.00 x 0,"3,093",0.47,0.00 x 0,"1,538.05 - 1,581.35",68.139,,12-07-18,25.00 (1.67%),18.806B,"1,581.15",22.76,"1,597.15",523,http://finance.yahoo.com/quote/SWARAJENG.BO?p=SWARAJENG.BO,
TATAELXSI.BO,1220,"926.00 - 1,491.75",0.00 x 0,"53,420",1.54,0.00 x 0,959.30 - 976.70,46.389,,16-07-18,11.00 (1.13%),59.898B,975.65,20.75,967.15,"33,726",http://finance.yahoo.com/quote/TATAELXSI.BO?p=TATAELXSI.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
THERMAX.BO,1059.56,"878.05 - 1,310.00",0.00 x 0,"1,342",0.21,0.00 x 0,"1,062.15 - 1,110.00",22.894,,26-07-18,6.00 (0.52%),123.451B,"1,084.00",47.68,"1,084.10","3,295",http://finance.yahoo.com/quote/THERMAX.BO?p=THERMAX.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
THOMASCOOK.BO,285,193.10 - 302.90,0.00 x 0,"22,218",0.22,0.00 x 0,228.80 - 231.80,161.2,,19-09-18,0.38 (0.16%),85.254B,231.7,1.43,232,635,http://finance.yahoo.com/quote/THOMASCOOK.BO?p=THOMASCOOK.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
TORNTPHARM.BO,1757,"1,223.75 - 1,960.00",0.00 x 0,"14,969",0.99,0.00 x 0,"1,887.60 - 1,924.60",37.147,,18-06-18,14.00 (0.76%),320.853B,"1,889.05",51.04,"1,887.40","7,013",http://finance.yahoo.com/quote/TORNTPHARM.BO?p=TORNTPHARM.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
AMBUJACEM.BO,234.2,188.50 - 275.00,0.00 x 0,"768,669",0.79,0.00 x 0,212.40 - 216.15,8.116,,06-04-18,4.00 (1.88%),422.745B,215.9,26.23,215.1,"29,973",http://finance.yahoo.com/quote/AMBUJACEM.BO?p=AMBUJACEM.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
VHL.BO,546,"1,857.00 - 5,400.00",0.00 x 0,125,1.09,0.00 x 0,"2,302.25 - 2,386.35",592.06,2018-08-13 to 2018-08-14,12-09-18,5.00 (0.21%),7.4B,"2,309.50",3.92,"2,336.30",11,http://finance.yahoo.com/quote/VHL.BO?p=VHL.BO,
HINDALCO.BO,305.58,192.50 - 270.65,0.00 x 0,"412,956",1.18,0.00 x 0,206.00 - 209.00,27.29,,12-09-18,1.20 (0.58%),465.348B,207,7.65,205.95,"202,908",http://finance.yahoo.com/quote/HINDALCO.BO?p=HINDALCO.BO,
WSTCSTPAPR.BO,390,225.00 - 414.55,0.00 x 0,"13,152",0.9,0.00 x 0,290.00 - 298.85,33.786,,14-08-18,4.00 (1.42%),19.233B,298.85,8.62,298.55,"5,930",http://finance.yahoo.com/quote/WSTCSTPAPR.BO?p=WSTCSTPAPR.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
PASUPTAC.BO,10,17.05 - 32.40,0.00 x 0,"22,668",-0.49,0.00 x 0,19.65 - 20.35,4.009,,N/A,N/A (N/A),1.792B,20.05,5.01,20.05,"11,213",http://finance.yahoo.com/quote/PASUPTAC.BO?p=PASUPTAC.BO,
PGHH.BO,9338,"8,714.00 - 11,000.00",0.00 x 0,965,0.21,0.00 x 0,"9,947.10 - 10,005.40",124.196,,20-11-18,40.00 (0.41%),323.051B,"9,999.95",80.13,"9,981.10",62,http://finance.yahoo.com/quote/PGHH.BO?p=PGHH.BO,
MUKANDLTD.BO,33,47.15 - 96.40,0.00 x 0,"11,959",2.52,0.00 x 0,56.15 - 57.35,58.06,,14-07-11,N/A (N/A),7.961B,57.2,0.97,57.9,"2,265",http://finance.yahoo.com/quote/MUKANDLTD.BO?p=MUKANDLTD.BO,
AGCNET.BO,132,46.00 - 142.00,0.00 x 0,"11,884",1.73,0.00 x 0,110.05 - 119.85,8.364,,16-07-12,N/A (N/A),3.18B,119.85,13.35,118.7,856,http://finance.yahoo.com/quote/AGCNET.BO?p=AGCNET.BO,
UCALFUEL.BO,110,167.45 - 324.90,0.00 x 0,"1,891",0.07,0.00 x 0,175.00 - 179.25,45.772,,19-09-18,10.00 (5.59%),3.899B,179.25,3.85,180.6,951,http://finance.yahoo.com/quote/UCALFUEL.BO?p=UCALFUEL.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
TATASTEEL.BO,724.93,466.60 - 753.26,0.00 x 0,"636,083",0.97,0.00 x 0,468.10 - 477.45,156.84,,05-07-18,10.00 (1.95%),539.16B,474,3,472.5,"418,487",http://finance.yahoo.com/quote/TATASTEEL.BO?p=TATASTEEL.BO,
SKFINDIA.BO,2052,"1,610.00 - 2,000.00",0.00 x 0,"9,293",0.45,0.00 x 0,"1,927.00 - 1,943.00",60.103,,13-07-18,12.00 (0.62%),99.018B,"1,940.00",32.09,"1,931.00",349,http://finance.yahoo.com/quote/SKFINDIA.BO?p=SKFINDIA.BO,
ASHOKLEY.BO,155.75,91.90 - 167.50,0.00 x 0,"1,661,688",0.9,0.00 x 0,91.90 - 93.75,5.997,,10-07-18,2.43 (2.60%),270.946B,93.75,15.38,93.15,"1,108,367",http://finance.yahoo.com/quote/ASHOKLEY.BO?p=ASHOKLEY.BO,
CUMMINSIND.BO,809.52,611.75 - 927.75,0.00 x 0,"44,257",1.02,0.00 x 0,837.30 - 849.35,25.679,,02-08-18,15.00 (1.76%),234.137B,844.25,32.89,841.2,"8,182",http://finance.yahoo.com/quote/CUMMINSIND.BO?p=CUMMINSIND.BO,
TATACOMM.BO,717.93,435.95 - 670.90,0.00 x 0,"23,606",0.6,0.00 x 0,517.00 - 542.35,-5.878,,01-08-18,4.50 (0.87%),147.843B,531,N/A,531.2,"36,436",http://finance.yahoo.com/quote/TATACOMM.BO?p=TATACOMM.BO,
ABBOTINDIA.BO,7799.25,"5,243.90 - 8,834.05",0.00 x 0,378,0.56,0.00 x 0,"8,050.00 - 8,149.75",204.965,,11-07-18,50.00 (0.63%),171.537B,"8,131.50",39.39,"8,186.60","1,554",http://finance.yahoo.com/quote/ABBOTINDIA.BO?p=ABBOTINDIA.BO,
BAJAJHLDNG.BO,3558,"2,203.65 - 3,295.00",0.00 x 0,"10,199",0.28,0.00 x 0,"2,951.10 - 2,984.00",303.706,,05-07-18,40.00 (1.34%),328.913B,"2,970.00",9.73,"2,947.70",723,http://finance.yahoo.com/quote/BAJAJHLDNG.BO?p=BAJAJHLDNG.BO,
BHARATFORG.BO,704.93,469.95 - 799.65,0.00 x 0,"89,428",0.99,0.00 x 0,473.75 - 489.45,16.376,,15-11-18,5.00 (1.04%),223.138B,489.45,29.27,489.45,"57,987",http://finance.yahoo.com/quote/BHARATFORG.BO?p=BHARATFORG.BO,
ESCORTS.BO,1045.8,"542.60 - 1,018.50",0.00 x 0,"155,441",1.84,0.00 x 0,725.40 - 740.75,41.618,28-01-19,23-08-18,2.00 (0.27%),87.124B,736.9,17.52,734.05,"47,054",http://finance.yahoo.com/quote/ESCORTS.BO?p=ESCORTS.BO,
HINDMOTORS.BO,45,6.27 - 10.69,0.00 x 0,"38,106",1.24,0.00 x 0,7.85 - 8.20,3.288,,N/A,N/A (N/A),1.692B,8.05,2.47,8.07,"18,543",http://finance.yahoo.com/quote/HINDMOTORS.BO?p=HINDMOTORS.BO,
LT.BO,1613.76,"1,183.40 - 1,469.60",0.00 x 0,"159,388",1.18,0.00 x 0,"1,313.00 - 1,352.00",57.697,,14-08-18,16.00 (1.19%),1.848T,"1,351.00",22.85,"1,346.15","184,339",http://finance.yahoo.com/quote/LT.BO?p=LT.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
BOSCHLTD.BO,20275,"16,990.40 - 22,400.00",0.00 x 0,"1,015",0.55,0.00 x 0,"19,030.00 - 19,240.00",449.236,,07-06-18,100.00 (0.51%),585.955B,"19,102.65",42.74,"19,140.80",283,http://finance.yahoo.com/quote/BOSCHLTD.BO?p=BOSCHLTD.BO,
PREMIER.BO,113,6.61 - 35.55,0.00 x 0,"2,599",0.97,0.00 x 0,7.50 - 7.97,-40.824,2019-02-06 to 2019-02-11,28-08-14,N/A (N/A),242.07M,7.5,N/A,7.29,937,http://finance.yahoo.com/quote/PREMIER.BO?p=PREMIER.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
TATAMOTORS.BO,257.85,154.70 - 424.20,0.00 x 0,"1,445,700",1.65,0.00 x 0,181.40 - 185.60,26.465,,18-07-16,N/A (N/A),584.825B,185.5,6.92,184.8,"678,382",http://finance.yahoo.com/quote/TATAMOTORS.BO?p=TATAMOTORS.BO,
VOLTAS.BO,622.86,471.00 - 664.60,0.00 x 0,"77,006",1.61,0.00 x 0,531.05 - 537.40,17.519,,03-08-18,4.00 (0.74%),176.77B,535,30.44,534.4,"29,849",http://finance.yahoo.com/quote/VOLTAS.BO?p=VOLTAS.BO,
GESHIP.BO,410,266.10 - 463.45,0.00 x 0,"5,628",0.19,0.00 x 0,302.00 - 311.25,-52.307,,02-08-18,7.20 (2.35%),46.725B,307.35,N/A,308.95,"2,537",http://finance.yahoo.com/quote/GESHIP.BO?p=GESHIP.BO,
DEEPAKFERT.BO,307,126.40 - 425.00,0.00 x 0,"43,292",1.07,0.00 x 0,126.40 - 138.45,16.182,,07-09-18,6.00 (4.12%),11.608B,138.3,8.13,138.7,"105,253",http://finance.yahoo.com/quote/DEEPAKFERT.BO?p=DEEPAKFERT.BO,
EXCELINDUS.BO,300,"650.00 - 1,906.95",0.00 x 0,"1,559",2.42,0.00 x 0,"1,147.00 - 1,300.35",58.78,,01-08-18,12.50 (0.93%),14.803B,"1,274.00",19.51,"1,274.40","4,312",http://finance.yahoo.com/quote/EXCELINDUS.BO?p=EXCELINDUS.BO,
GARWARPOLY.BO,46,134.30 - 290.00,0.00 x 0,"10,800",0.63,0.00 x 0,267.00 - 274.00,14.258,,12-09-18,2.00 (0.81%),6.259B,274,18.89,274,"16,788",http://finance.yahoo.com/quote/GARWARPOLY.BO?p=GARWARPOLY.BO,
GLAXO.BO,1238.59,"1,020.00 - 1,812.00",0.00 x 0,"1,625",0.48,0.00 x 0,"1,415.00 - 1,430.00",20.703,2019-01-31 to 2019-02-04,13-07-18,17.50 (1.21%),240.133B,"1,426.10",68.47,"1,438.35",978,http://finance.yahoo.com/quote/GLAXO.BO?p=GLAXO.BO,
GNFC.BO,105,315.55 - 541.45,0.00 x 0,"68,112",2.38,0.00 x 0,360.00 - 368.65,51.148,2018-11-06 to 2018-11-10,23-08-18,7.50 (2.07%),56.883B,364,7.16,362.85,"42,561",http://finance.yahoo.com/quote/GNFC.BO?p=GNFC.BO,
NOVARTIND.BO,745,590.00 - 980.00,0.00 x 0,"14,205",0.91,0.00 x 0,721.30 - 736.70,25.001,,18-07-18,10.00 (1.38%),17.923B,731.1,29.03,730.55,"12,091",http://finance.yahoo.com/quote/NOVARTIND.BO?p=NOVARTIND.BO,
SANOFI.BO,6668.6,"4,675.00 - 6,840.05",0.00 x 0,361,0.35,0.00 x 0,"6,330.75 - 6,421.65",163.82,,06-08-18,71.00 (1.12%),146.696B,"6,330.75",38.88,"6,363.85",64,http://finance.yahoo.com/quote/SANOFI.BO?p=SANOFI.BO,
GSKCONS.BO,7852.47,"5,725.00 - 7,934.85",0.00 x 0,"2,351",0.8,0.00 x 0,"7,227.95 - 7,355.05",202.454,,31-07-18,75.00 (1.01%),305.096B,"7,350.00",35.83,"7,309.45","8,904",http://finance.yahoo.com/quote/GSKCONS.BO?p=GSKCONS.BO,
PFIZER.BO,3031.5,"2,050.60 - 3,840.00",0.00 x 0,"1,602",0.28,0.00 x 0,"2,650.00 - 2,690.60",82.923,,29-08-18,20.00 (0.73%),121.632B,"2,690.60",32.06,"2,689.30",627,http://finance.yahoo.com/quote/PFIZER.BO?p=PFIZER.BO,
GSFC.BO,149.25,85.60 - 158.00,0.00 x 0,"387,910",1.25,0.00 x 0,107.50 - 111.80,11.889,,11-09-18,2.20 (1.95%),43.016B,111.8,9.08,110.9,"175,976",http://finance.yahoo.com/quote/GSFC.BO?p=GSFC.BO,
