ticker,1y Target Est,1y Target Est,1y Target Est,1y Target Est,1y Target Est,1y Target Est,Day's Range,EPS (TTM),Earnings Date,Ex-Dividend Date,Forward Dividend & Yield,Market Cap,Open,PE Ratio (TTM),Previous Close,Volume,url,error
HINDUNILVR.BO,1840.38,"1,281.60 - 1,870.50",0.00 x 0,"140,626",0.58,0.00 x 0,"1,728.65 - 1,768.65",24.079,,25-10-18,18.00 (1.01%),3.775T,"1,757.00",72.42,"1,750.10","193,634",http://finance.yahoo.com/quote/HINDUNILVR.BO?p=HINDUNILVR.BO,
AKZOINDIA.BO,1775.67,"1,471.00 - 1,993.00",0.00 x 0,"2,658",0.23,0.00 x 0,"1,720.00 - 1,736.55",85.747,,25-07-18,22.00 (1.26%),82.895B,"1,726.95",20.16,"1,727.90",878,http://finance.yahoo.com/quote/AKZOINDIA.BO?p=AKZOINDIA.BO,
NOCIL.BO,248.5,140.00 - 232.50,0.00 x 0,"70,702",1.16,0.00 x 0,161.25 - 164.40,10.22,2019-01-23 to 2019-01-28,17-07-18,2.50 (1.51%),26.797B,162.9,15.86,162.4,"27,233",http://finance.yahoo.com/quote/NOCIL.BO?p=NOCIL.BO,
TATACHEM.BO,792.43,623.50 - 786.95,0.00 x 0,"56,277",1.32,0.00 x 0,687.00 - 695.20,96.392,,16-07-18,11.00 (1.57%),176.482B,691.6,7.19,694.35,"12,693",http://finance.yahoo.com/quote/TATACHEM.BO?p=TATACHEM.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
ZUARIGLOB.BO,159,98.20 - 230.90,0.00 x 0,"4,543",1.13,0.00 x 0,118.00 - 119.95,-9.54,,19-07-18,1.00 (0.81%),3.498B,119.65,N/A,121.1,"2,047",http://finance.yahoo.com/quote/ZUARIGLOB.BO?p=ZUARIGLOB.BO,
NESTLEIND.BO,11158.1,"6,887.75 - 11,700.00",0.00 x 0,"7,574",0.91,0.00 x 0,"11,167.25 - 11,312.10",163.564,,12-12-18,146.00 (1.28%),1.084T,"11,200.00",68.73,"11,169.90","2,929",http://finance.yahoo.com/quote/NESTLEIND.BO?p=NESTLEIND.BO,
TATAGLOBAL.BO,269,195.00 - 315.00,0.00 x 0,"118,376",1.12,0.00 x 0,213.50 - 218.80,8.13,,20-06-18,2.50 (1.17%),136.1B,218.45,26.56,218.8,"88,731",http://finance.yahoo.com/quote/TATAGLOBAL.BO?p=TATAGLOBAL.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
BRITANNIA.BO,5891.87,"2,200.00 - 3,472.05",0.00 x 0,"22,048",0.63,0.00 x 0,"3,139.35 - 3,225.00",45.284,,27-07-18,12.50 (0.40%),759.611B,"3,212.00",69.85,"3,201.35","9,444",http://finance.yahoo.com/quote/BRITANNIA.BO?p=BRITANNIA.BO,
COLPAL.BO,1225.19,"1,020.10 - 1,365.20",0.00 x 0,"27,667",0.36,0.00 x 0,"1,305.30 - 1,329.00",27.408,2019-02-04 to 2019-02-08,05-11-18,28.00 (2.11%),356.22B,"1,326.00",47.79,"1,324.25","12,692",http://finance.yahoo.com/quote/COLPAL.BO?p=COLPAL.BO,
EIHOTEL.BO,189.33,137.60 - 213.25,0.00 x 0,"11,705",1.41,0.00 x 0,178.75 - 181.50,3.135,2019-01-28 to 2019-02-01,23-07-18,0.90 (0.48%),102.997B,181,57.48,181.95,"2,221",http://finance.yahoo.com/quote/EIHOTEL.BO?p=EIHOTEL.BO,
INDHOTEL.BO,167.86,110.00 - 160.60,0.00 x 0,"83,731",1.05,0.00 x 0,135.50 - 138.35,1.602,,11-07-18,0.40 (0.27%),162.631B,137,85.36,137.2,"29,314",http://finance.yahoo.com/quote/INDHOTEL.BO?p=INDHOTEL.BO,
CASTROLIND.BO,182.27,134.85 - 214.00,0.00 x 0,"79,096",0.54,0.00 x 0,164.50 - 166.90,7.004,,09-08-18,7.00 (4.65%),163.377B,166.7,23.61,166.6,"116,371",http://finance.yahoo.com/quote/CASTROLIND.BO?p=CASTROLIND.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
APOLLOTYRE.BO,316.85,192.10 - 307.15,0.00 x 0,"182,264",0.61,0.00 x 0,217.20 - 220.70,15.661,,19-07-18,3.00 (1.32%),124.739B,218.7,13.94,218.3,"119,905",http://finance.yahoo.com/quote/APOLLOTYRE.BO?p=APOLLOTYRE.BO,
CEATLTD.BO,1369.55,"983.80 - 1,901.95",0.00 x 0,"43,654",0.72,0.00 x 0,"1,225.65 - 1,247.00",72.914,,10-07-18,11.50 (0.93%),49.843B,"1,247.00",16.9,"1,232.35","12,889",http://finance.yahoo.com/quote/CEATLTD.BO?p=CEATLTD.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
FINOLEXIND.BO,698.09,463.40 - 712.90,0.00 x 0,"9,542",0.3,0.00 x 0,538.00 - 567.95,24.685,,19-09-18,10.00 (1.86%),67.197B,564.45,21.94,562.7,"3,887",http://finance.yahoo.com/quote/FINOLEXIND.BO?p=FINOLEXIND.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
TATAINVEST.BO,640,654.00 - 944.00,0.00 x 0,"9,231",1.18,0.00 x 0,833.75 - 838.00,44.604,,16-07-18,18.00 (2.17%),46.073B,836,18.75,833.3,"1,350",http://finance.yahoo.com/quote/TATAINVEST.BO?p=TATAINVEST.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
WHBRADY.BO,146,108.25 - 215.10,0.00 x 0,266,0.95,0.00 x 0,126.50 - 126.85,7.484,2019-02-11 to 2019-02-15,05-08-16,N/A (N/A),323.085M,126.5,16.93,124.25,20,http://finance.yahoo.com/quote/WHBRADY.BO?p=WHBRADY.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
SHAILY.BO,1088.5,"816.30 - 1,520.00",0.00 x 0,"1,735",0.69,0.00 x 0,925.00 - 984.90,29.562,2019-02-11 to 2019-02-15,02-08-18,7.50 (0.84%),7.811B,984.9,31.77,950,"3,036",http://finance.yahoo.com/quote/SHAILY.BO?p=SHAILY.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
GREAVESCOT.BO,155,111.10 - 165.00,0.00 x 0,"76,394",0.95,0.00 x 0,121.60 - 124.00,8.279,,06-08-18,5.50 (4.50%),29.793B,124,14.74,123.1,"19,783",http://finance.yahoo.com/quote/GREAVESCOT.BO?p=GREAVESCOT.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
GLOBOFFS.BO,595.5,10.25 - 38.25,0.00 x 0,"6,346",1.06,0.00 x 0,13.20 - 13.59,-77.89,,16-09-14,N/A (N/A),333.839M,13.2,N/A,13.44,"1,721",http://finance.yahoo.com/quote/GLOBOFFS.BO?p=GLOBOFFS.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
SAGCEM.BO,845.14,"575.00 - 1,115.00",0.00 x 0,"2,891",0.7,0.00 x 0,648.20 - 662.95,2.722,2019-01-23 to 2019-01-28,18-09-18,4.00 (0.61%),13.344B,660,240.3,648.9,21,http://finance.yahoo.com/quote/SAGCEM.BO?p=SAGCEM.BO,
DECCANCE.BO,588.67,326.20 - 614.00,0.00 x 0,303,0.66,0.00 x 0,396.05 - 398.00,27.97,,02-08-18,3.00 (0.78%),5.551B,396.05,14.17,400.45,12,http://finance.yahoo.com/quote/DECCANCE.BO?p=DECCANCE.BO,
MANGLMCEM.BO,298,174.00 - 448.65,0.00 x 0,"2,801",1.17,0.00 x 0,220.00 - 224.95,-5.248,,30-08-18,0.50 (0.22%),5.881B,222.8,N/A,223.85,147,http://finance.yahoo.com/quote/MANGLMCEM.BO?p=MANGLMCEM.BO,
NCLIND.BO,197.5,110.05 - 299.00,0.00 x 0,"5,912",0.62,0.00 x 0,128.00 - 130.00,7.484,2019-02-13 to 2019-02-18,17-09-18,2.50 (1.94%),5.799B,130,17.13,129.55,682,http://finance.yahoo.com/quote/NCLIND.BO?p=NCLIND.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
IPAPPM.BO,368,285.00 - 591.15,0.00 x 0,"9,165",0.57,0.00 x 0,444.00 - 456.40,34.122,,29-08-11,N/A (N/A),17.741B,447,13.07,449.4,"2,097",http://finance.yahoo.com/quote/IPAPPM.BO?p=IPAPPM.BO,
BALKRISIND.BO,1092.16,"853.45 - 1,467.40",0.00 x 0,"48,924",1.01,0.00 x 0,865.10 - 877.30,38.061,,14-11-18,8.00 (0.90%),167.954B,875.6,22.83,871.4,"16,383",http://finance.yahoo.com/quote/BALKRISIND.BO?p=BALKRISIND.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
ORIENTPPR.BO,63.33,25.45 - 52.70,0.00 x 0,"98,861",0.1,0.00 x 0,41.25 - 43.00,3.526,,05-07-18,1.00 (2.31%),8.859B,42.75,11.84,42.6,"45,599",http://finance.yahoo.com/quote/ORIENTPPR.BO?p=ORIENTPPR.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
SINTEX.BO,28,10.20 - 24.45,0.00 x 0,"214,705",1.74,0.00 x 0,11.10 - 11.46,2.791,,06-09-18,0.10 (0.86%),6.612B,11.46,3.99,11.4,"175,846",http://finance.yahoo.com/quote/SINTEX.BO?p=SINTEX.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
KESORAMIND.BO,153,54.50 - 153.65,0.00 x 0,"92,505",1.9,0.00 x 0,80.10 - 82.75,-46.93,,15-05-13,N/A (N/A),11.564B,81.3,N/A,82.15,"24,240",http://finance.yahoo.com/quote/KESORAMIND.BO?p=KESORAMIND.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
VTL.BO,1341.5,"922.00 - 1,504.45",0.00 x 0,894,0.2,0.00 x 0,"1,069.65 - 1,088.00",115.128,2018-05-08 to 2018-05-12,12-09-18,15.00 (1.35%),60.657B,"1,087.70",9.33,"1,082.65",262,http://finance.yahoo.com/quote/VTL.BO?p=VTL.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
PENINLAND.BO,26,9.95 - 37.10,0.00 x 0,"94,555",2.17,0.00 x 0,10.52 - 10.95,-15.91,,28-07-16,N/A (N/A),2.982B,10.94,N/A,10.81,"255,003",http://finance.yahoo.com/quote/PENINLAND.BO?p=PENINLAND.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
PHOENIXLTD.BO,731.64,491.50 - 725.00,0.00 x 0,"15,721",0.5,0.00 x 0,565.85 - 584.75,18.184,,11-09-18,2.60 (0.45%),89.158B,565.85,31.99,563.85,"11,655",http://finance.yahoo.com/quote/PHOENIXLTD.BO?p=PHOENIXLTD.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
RELCHEMQ.BO,49,57.00 - 154.50,0.00 x 0,"4,525",2.48,0.00 x 0,74.00 - 74.95,4.544,,31-08-18,1.00 (1.32%),299.739M,74.45,16.48,74.8,"1,550",http://finance.yahoo.com/quote/RELCHEMQ.BO?p=RELCHEMQ.BO,
RUBYMILLS.BO,155,233.25 - 447.25,0.00 x 0,"3,757",1.89,0.00 x 0,294.10 - 304.80,20.12,,18-09-18,1.75 (0.61%),4.933B,304.8,14.66,307,"2,791",http://finance.yahoo.com/quote/RUBYMILLS.BO?p=RUBYMILLS.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
SWANENERGY.BO,69,94.10 - 229.95,0.00 x 0,"100,523",0.26,0.00 x 0,97.40 - 100.30,2.248,,03-09-18,0.10 (0.10%),23.925B,98.6,43.57,98.75,"134,943",http://finance.yahoo.com/quote/SWANENERGY.BO?p=SWANENERGY.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
SAHARA.BO,116,19.00 - 64.05,0.00 x 0,166,-0.63,0.00 x 0,19.00 - 19.50,-12.782,2018-11-09 to 2018-11-10,N/A,N/A (N/A),419.738M,19,N/A,19.5,390,http://finance.yahoo.com/quote/SAHARA.BO?p=SAHARA.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
BANSWRAS.BO,91,60.25 - 135.10,0.00 x 0,"1,843",1.52,0.00 x 0,80.00 - 82.95,4.907,,14-09-18,1.00 (1.24%),1.42B,80.1,16.9,80.25,27,http://finance.yahoo.com/quote/BANSWRAS.BO?p=BANSWRAS.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
SRF.BO,2284.07,"1,531.00 - 2,443.00",0.00 x 0,"16,068",0.36,0.00 x 0,"2,044.45 - 2,080.00",94.048,,14-08-18,12.00 (0.59%),119.013B,"2,048.05",22.02,"2,048.55","5,200",http://finance.yahoo.com/quote/SRF.BO?p=SRF.BO,
SIYSIL.BO,558.25,303.25 - 763.10,0.00 x 0,"2,375",0.37,0.00 x 0,335.00 - 350.00,23.643,2018-07-24 to 2018-07-28,20-11-18,4.20 (1.19%),16.144B,349,14.57,348.4,"1,229",http://finance.yahoo.com/quote/SIYSIL.BO?p=SIYSIL.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
FOMEHOT.BO,110,75.15 - 168.95,0.00 x 0,153,1.16,0.00 x 0,125.00 - 130.90,4.401,2019-02-11 to 2019-02-15,02-08-18,1.00 (0.77%),2.094B,125,29.74,130.9,61,http://finance.yahoo.com/quote/FOMEHOT.BO?p=FOMEHOT.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
BBL.BO,620,"1,016.25 - 1,790.00",0.00 x 0,934,-0.12,0.00 x 0,"1,110.00 - 1,118.85",136.93,,19-06-18,2.50 (0.22%),6.298B,"1,110.00",8.14,"1,119.00",302,http://finance.yahoo.com/quote/BBL.BO?p=BBL.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
EMCO.BO,30,5.66 - 23.65,0.00 x 0,"11,662",2.04,0.00 x 0,6.55 - 6.75,-16.48,2019-02-22 to 2019-02-26,15-09-15,N/A (N/A),448.201M,6.65,N/A,6.62,"10,918",http://finance.yahoo.com/quote/EMCO.BO?p=EMCO.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
HIRECT.BO,73,97.00 - 165.00,0.00 x 0,"3,545",-0.17,0.00 x 0,111.30 - 115.95,4.299,2018-05-24 to 2018-05-28,06-08-14,N/A (N/A),1.862B,115.95,26.15,116.4,"5,086",http://finance.yahoo.com/quote/HIRECT.BO?p=HIRECT.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
ZENSARTECH.BO,288.13,145.98 - 352.40,0.00 x 0,"53,347",0.98,0.00 x 0,232.20 - 237.00,13.49,,31-07-18,2.40 (1.03%),52.666B,237,17.34,233.05,"2,655",http://finance.yahoo.com/quote/ZENSARTECH.BO?p=ZENSARTECH.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
JSLINDL.BO,138,85.65 - 94.85,0.00 x 0,6,0.05,0.00 x 0,90.30 - 90.30,1.265,,N/A,N/A (N/A),106M,90.3,71.38,90.3,25,http://finance.yahoo.com/quote/JSLINDL.BO?p=JSLINDL.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
PANAENERG.BO,428,200.00 - 405.00,0.00 x 0,"4,640",0.77,0.00 x 0,230.10 - 240.00,15.139,,20-08-18,7.00 (3.33%),1.753B,235.75,15.44,238.25,"3,278",http://finance.yahoo.com/quote/PANAENERG.BO?p=PANAENERG.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
DLTNCBL.BO,81,14.85 - 29.50,0.00 x 0,210,1.26,0.00 x 0,15.50 - 15.50,-15.533,,20-09-12,N/A (N/A),133.92M,15.5,N/A,15.5,51,http://finance.yahoo.com/quote/DLTNCBL.BO?p=DLTNCBL.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
SARDAEN.BO,64,230.55 - 630.00,0.00 x 0,"9,446",0.41,0.00 x 0,250.20 - 256.05,50.709,2019-03-04 to 2019-03-08,23-08-18,5.00 (1.91%),9.099B,252.25,4.98,254.2,"1,173",http://finance.yahoo.com/quote/SARDAEN.BO?p=SARDAEN.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
INVPRECQ.BO,138,295.10 - 497.95,0.00 x 0,743,1.85,0.00 x 0,316.15 - 320.00,15.874,,02-08-18,2.50 (0.82%),1.581B,317.5,19.93,325,103,http://finance.yahoo.com/quote/INVPRECQ.BO?p=INVPRECQ.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
KAIRA.BO,952,"812.25 - 1,815.45",0.00 x 0,17,1.71,0.00 x 0,876.00 - 962.60,48.968,2018-11-09 to 2018-11-13,18-07-18,6.50 (0.65%),887.645M,880,19.66,916.8,49,http://finance.yahoo.com/quote/KAIRA.BO?p=KAIRA.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
STOVACQ.BO,2290,"2,211.00 - 3,340.00",0.00 x 0,283,0.64,0.00 x 0,"2,416.10 - 2,549.80",128.936,2018-05-09 to 2018-05-14,24-04-18,36.00 (1.45%),5.262B,"2,416.20",19.54,"2,523.10",91,http://finance.yahoo.com/quote/STOVACQ.BO?p=STOVACQ.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
TINPLATE.BO,83,130.55 - 311.80,0.00 x 0,"70,876",1.72,0.00 x 0,145.45 - 150.10,5.365,,15-06-18,2.00 (1.30%),15.297B,150,27.24,149.85,"59,428",http://finance.yahoo.com/quote/TINPLATE.BO?p=TINPLATE.BO,
TIFHL.BO,904,457.00 - 740.00,0.00 x 0,"10,124",1.05,0.00 x 0,460.00 - 475.40,31.92,,24-07-18,1.25 (0.26%),87.612B,460,14.62,465.7,821,http://finance.yahoo.com/quote/TIFHL.BO?p=TIFHL.BO,
ZWELCAST.BO,627,"561.00 - 1,279.00",0.00 x 0,87,0.77,0.00 x 0,675.00 - 690.90,14.829,,01-08-18,2.00 (0.30%),431.713M,690.9,45.52,675,165,http://finance.yahoo.com/quote/ZWELCAST.BO?p=ZWELCAST.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
AUTOAXLES.BO,1898,"991.00 - 1,826.40",0.00 x 0,"3,952",0.58,0.00 x 0,"1,205.00 - 1,224.00",73.883,,02-08-18,13.50 (1.06%),18.303B,"1,218.05",16.39,"1,222.65",330,http://finance.yahoo.com/quote/AUTOAXLES.BO?p=AUTOAXLES.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
ACGL.BO,597,"650.00 - 1,670.00",0.00 x 0,501,0.02,0.00 x 0,670.00 - 675.00,28.347,,16-07-18,17.50 (2.62%),4.303B,675,23.64,670,136,http://finance.yahoo.com/quote/ACGL.BO?p=ACGL.BO,
SETCO.BO,65.3,32.90 - 73.75,0.00 x 0,"41,412",1.87,0.00 x 0,33.60 - 34.25,0.28,,19-09-18,0.80 (2.37%),4.505B,34.25,120.36,34.25,"10,144",http://finance.yahoo.com/quote/SETCO.BO?p=SETCO.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
TALBROAUTO.BO,353,197.50 - 341.95,0.00 x 0,"1,171",0.56,0.00 x 0,225.00 - 232.00,21.937,,17-09-18,1.50 (0.63%),2.822B,231,10.42,234.8,"1,032",http://finance.yahoo.com/quote/TALBROAUTO.BO?p=TALBROAUTO.BO,
ZFSTEERING.BO,1800,"754.00 - 1,330.00",0.00 x 0,"1,218",1.68,0.00 x 0,761.15 - 781.40,47.645,,20-08-18,8.00 (1.06%),6.943B,761.15,16.06,778.45,494,http://finance.yahoo.com/quote/ZFSTEERING.BO?p=ZFSTEERING.BO,
SMLISUZU.BO,988,610.00 - 929.00,0.00 x 0,"1,046",1.94,0.00 x 0,630.25 - 637.95,12.083,,02-08-18,1.50 (0.23%),9.153B,634.95,52.34,633.8,228,http://finance.yahoo.com/quote/SMLISUZU.BO?p=SMLISUZU.BO,
TIL.BO,450,231.60 - 631.00,0.00 x 0,693,0.63,0.00 x 0,261.30 - 267.00,7.557,2019-02-11 to 2019-02-15,26-07-18,3.50 (1.32%),2.623B,267,34.6,268.25,255,http://finance.yahoo.com/quote/TIL.BO?p=TIL.BO,
EICHERMOT.BO,26699,"19,751.10 - 32,209.50",0.00 x 0,"5,490",0.77,0.00 x 0,"19,968.90 - 20,620.00",772.164,,02-08-18,110.00 (0.54%),549.176B,"20,301.00",26.08,"20,374.35","4,400",http://finance.yahoo.com/quote/EICHERMOT.BO?p=EICHERMOT.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
DYNAMATECH.BO,1869,"1,306.00 - 2,153.85",0.00 x 0,88,0.19,0.00 x 0,"1,472.90 - 1,588.00",39.359,,23-08-18,4.00 (0.27%),9.687B,"1,484.00",38.81,"1,499.55",36,http://finance.yahoo.com/quote/DYNAMATECH.BO?p=DYNAMATECH.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
GMM.BO,1212,"636.10 - 1,289.00",0.00 x 0,"1,076",1.13,0.00 x 0,"1,148.00 - 1,172.25",29.195,2019-01-23 to 2019-01-28,01-11-18,4.00 (0.33%),16.871B,"1,165.05",39.53,"1,165.25",178,http://finance.yahoo.com/quote/GMM.BO?p=GMM.BO,
KIRLPNU.BO,235,137.50 - 226.00,0.00 x 0,"12,839",0.38,0.00 x 0,186.20 - 191.90,11.483,2019-01-18 to 2019-01-22,16-07-18,2.40 (1.32%),12.234B,188.1,16.59,190.75,"7,662",http://finance.yahoo.com/quote/KIRLPNU.BO?p=KIRLPNU.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
MANUGRAPH.BO,65,29.45 - 58.45,0.00 x 0,"1,403",0.28,0.00 x 0,31.00 - 31.70,-4.609,,20-07-18,0.60 (1.89%),942.868M,31.7,N/A,31.4,2,http://finance.yahoo.com/quote/MANUGRAPH.BO?p=MANUGRAPH.BO,
,,,,,,,,,,,,,,,,,,Failed to parse json response
,,,,,,,,,,,,,,,,,,Failed to parse json response
NESCO.BO,679,405.00 - 647.00,0.00 x 0,"2,138",0.2,0.00 x 0,451.00 - 459.00,25.36,2019-02-08 to 2019-02-12,31-07-18,2.30 (0.51%),31.932B,453.4,17.87,450,"1,004",http://finance.yahoo.com/quote/NESCO.BO?p=NESCO.BO,
