ATUL.BO,38.0
BLUESTARCO.BO,36.35
MERCK.BO,35.14
GODREJIND.BO,37.23
KAJARIACER.BO,39.47
KOTAKBANK.BO,35.06
SHREECEM.BO,39.17
ABBOTINDIA.BO,39.39
SANOFI.BO,38.88
GSKCONS.BO,35.83
DYNAMATECH.BO,38.81
GMM.BO,39.53
SCHAEFFLER.BO,35.29
GRINDWELL.BO,37.22
DEEPAKNI.BO,38.42
GOCLCORP.BO,39.68
GOACARBON.BO,35.13
PAPERPROD.BO,36.14
DFM.BO,38.9
WINDMACHIN.BO,35.65
ANSALBU.BO,36.25
VINATIORGA.BO,38.5
AARTIIND.BO,37.83
HESTERBIO.BO,38.2
